,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
943,David Luiz,23.0,br BRA,CB,90,93,91,2,2,0,13,1,0,0,0,0,0,71,10,12,16,74,2,0,0,79,0,3,1,2,10/04/20,Arsenal,Sheffield Utd
944,Hector Bellerin,2.0,es ESP,RB,90,68,59,9,0,0,16,0,2,0,0,0,0,43,20,5,9,47,3,9,0,59,0,0,0,2,10/04/20,Arsenal,Sheffield Utd
945,Bernd Leno,1.0,de GER,GK,90,47,34,13,4,0,10,0,0,0,0,0,0,38,1,8,9,37,0,0,1,39,0,3,0,0,10/04/20,Arsenal,Sheffield Utd
946,David McGoldrick,17.0,ie IRL,"FW,RW",90,33,31,2,0,0,7,1,0,0,0,0,0,24,4,5,4,24,0,1,0,25,0,1,0,1,10/04/20,Sheffield Utd,Arsenal
947,Oliver Burke,14.0,sco SCO,FW,55,11,11,0,0,0,7,0,1,0,0,0,0,6,3,2,2,5,0,0,1,6,0,1,1,1,10/04/20,Sheffield Utd,Arsenal
948,Oliver McBurnie,9.0,sco SCO,FW,35,8,8,0,0,0,4,0,1,0,0,0,0,5,2,1,2,4,0,0,0,5,0,0,1,1,10/04/20,Sheffield Utd,Arsenal
949,Ben Osborn,23.0,eng ENG,CM,62,22,21,1,1,0,3,0,3,0,0,0,0,15,2,5,16,5,1,0,0,15,0,2,0,1,10/04/20,Sheffield Utd,Arsenal
950,John Fleck,4.0,sco SCO,"CM,AM",28,14,12,2,0,0,1,0,0,2,2,0,0,10,1,3,13,1,0,0,0,10,0,0,0,0,10/04/20,Sheffield Utd,Arsenal
951,John Lundstram,7.0,eng ENG,"CM,DM",90,46,41,5,1,0,5,2,0,2,2,0,0,32,7,7,11,35,0,0,0,39,0,1,1,2,10/04/20,Sheffield Utd,Arsenal
952,Sander Berge,8.0,no NOR,DM,90,53,53,0,0,0,3,2,0,0,0,0,0,40,6,7,3,47,2,0,0,46,0,1,0,0,10/04/20,Sheffield Utd,Arsenal
953,Enda Stevens,3.0,ie IRL,"WB,LB",90,51,48,3,0,0,5,1,3,0,0,0,0,35,9,7,43,3,2,3,0,40,1,1,0,3,10/04/20,Sheffield Utd,Arsenal
954,George Baldock,2.0,eng ENG,"WB,RB",90,32,30,2,0,0,4,1,0,0,0,0,0,20,7,5,3,24,2,2,0,24,0,0,0,4,10/04/20,Sheffield Utd,Arsenal
955,Jack Robinson,19.0,eng ENG,CB,90,56,48,8,0,0,8,1,4,0,0,0,0,36,3,17,39,4,3,8,0,47,0,1,0,1,10/04/20,Sheffield Utd,Arsenal
956,John Egan,12.0,ie IRL,CB,90,28,28,0,0,0,4,0,0,0,0,0,0,20,4,4,2,23,3,0,0,27,0,0,0,0,10/04/20,Sheffield Utd,Arsenal
957,Chris Basham,6.0,eng ENG,CB,75,30,28,2,0,0,4,0,1,0,0,0,0,14,4,12,2,19,6,2,0,22,2,1,0,1,10/04/20,Sheffield Utd,Arsenal
958,Billy Sharp,10.0,eng ENG,"LW,CB",15,6,6,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,0,0,0,3,0,1,0,2,10/04/20,Sheffield Utd,Arsenal
959,Aaron Ramsdale,1.0,eng ENG,GK,90,30,24,6,1,0,7,0,0,0,0,0,0,9,0,21,2,21,0,0,5,13,0,1,1,0,10/04/20,Sheffield Utd,Arsenal
960,Daniel Podence,10.0,pt POR,FW,70,26,24,2,0,0,3,1,1,1,0,0,1,21,2,3,2,23,0,0,0,19,0,0,3,0,10/04/20,Wolves,Fulham
961,Joao Moutinho,28.0,pt POR,FW,20,9,7,2,1,0,2,1,1,1,1,0,0,5,1,3,0,9,0,0,0,6,0,0,0,0,10/04/20,Wolves,Fulham
962,Raul Jimenez,9.0,mx MEX,FW,90,23,22,1,0,0,8,0,0,0,0,0,0,16,4,3,1,19,0,1,1,17,0,2,0,0,10/04/20,Wolves,Fulham
963,Pedro Neto,7.0,pt POR,CM,81,41,36,5,0,0,6,2,3,4,0,1,1,26,4,11,31,9,0,1,0,34,0,1,0,1,10/04/20,Wolves,Fulham
964,Adama Traore,37.0,es ESP,CM,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10/04/20,Wolves,Fulham
965,Leander Dendoncker,32.0,be BEL,CM,90,41,41,0,0,0,5,0,0,0,0,0,0,33,3,5,9,28,4,0,0,36,0,0,1,2,10/04/20,Wolves,Fulham
966,Ruben Neves,8.0,pt POR,DM,90,58,54,4,4,0,1,4,0,0,0,0,0,41,4,13,3,54,0,0,1,48,0,1,0,1,10/04/20,Wolves,Fulham
967,Romain Saiss,27.0,ma MAR,WB,90,58,50,8,0,0,3,2,4,0,0,0,0,36,9,13,44,4,2,8,0,46,0,0,0,4,10/04/20,Wolves,Fulham
968,Nelson Semedo,22.0,pt POR,WB,77,53,40,13,1,0,5,1,1,0,0,0,0,32,13,8,13,27,1,12,0,48,0,0,1,0,10/04/20,Wolves,Fulham
969,Ki-Jana Hoever,2.0,nl NED,WB,13,5,3,2,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,2,0,2,0,1,0,1,10/04/20,Wolves,Fulham
970,Maximilian Kilman,49.0,eng ENG,CB,90,60,60,0,0,1,3,0,0,0,0,0,0,54,3,3,46,12,1,0,1,55,0,2,1,0,10/04/20,Wolves,Fulham
971,Conor Coady,16.0,eng ENG,CB,90,64,63,1,1,0,1,2,0,0,0,0,0,47,6,11,1,59,2,0,1,58,0,0,0,0,10/04/20,Wolves,Fulham
972,Willy Boly,15.0,fr FRA,CB,90,56,55,1,0,0,7,0,0,0,0,0,0,45,3,8,6,46,2,1,0,48,0,0,0,1,10/04/20,Wolves,Fulham
973,Rui PatrÃ­cio,11.0,pt POR,GK,90,23,15,8,0,0,0,0,0,0,0,0,0,12,0,11,12,5,0,0,4,15,0,0,0,0,10/04/20,Wolves,Fulham
974,Aleksandar Mitrovic,9.0,rs SRB,FW,90,17,15,2,0,0,4,0,0,0,0,0,0,9,6,2,3,11,1,0,1,15,0,0,0,0,10/04/20,Fulham,Wolves
975,Joe Bryan,23.0,eng ENG,LW,66,21,17,4,2,0,3,1,4,1,0,0,1,13,1,7,16,3,0,1,0,14,0,0,1,0,10/04/20,Fulham,Wolves
976,Aboubakar Kamara,47.0,fr FRA,"RW,LW",24,13,13,0,0,0,0,1,4,0,0,0,0,9,1,3,2,11,0,0,0,7,0,0,0,1,10/04/20,Fulham,Wolves
977,Ivan Cavaleiro,17.0,pt POR,RW,66,20,19,1,1,0,3,1,3,0,0,0,0,13,4,3,3,15,2,0,0,13,0,0,0,1,10/04/20,Fulham,Wolves
978,Ademola Lookman,19.0,eng ENG,"LW,RW",24,20,19,1,0,0,3,0,1,1,0,0,0,18,2,0,2,18,0,0,0,17,0,0,0,0,10/04/20,Fulham,Wolves
979,Bobby De Cordova-Reid,14.0,jm JAM,AM,80,31,31,0,0,0,3,2,1,0,0,0,0,25,3,3,2,29,0,0,0,25,0,0,1,1,10/04/20,Fulham,Wolves
980,Neeskens Kebano,7.0,cd COD,AM,10,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,10/04/20,Fulham,Wolves
981,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,90,60,55,5,4,0,3,1,0,0,0,0,0,49,6,5,7,51,1,1,0,56,0,1,1,0,10/04/20,Fulham,Wolves
982,Tom Cairney,10.0,sco SCO,CM,90,88,86,2,2,0,8,9,0,0,0,0,0,67,7,14,84,4,0,0,0,80,0,1,1,2,10/04/20,Fulham,Wolves
983,Antonee Robinson,33.0,us USA,LB,90,69,61,8,0,0,5,1,5,0,0,0,0,47,10,12,52,5,2,8,0,57,0,1,1,1,10/04/20,Fulham,Wolves
984,Maxime Le Marchand,20.0,fr FRA,CB,90,58,57,1,1,0,3,5,0,0,0,0,0,44,5,9,52,5,0,0,0,56,0,0,0,0,10/04/20,Fulham,Wolves
985,Tim Ream,13.0,us USA,CB,90,56,56,0,0,0,2,2,0,0,0,0,0,45,4,7,40,10,4,0,2,52,0,0,1,0,10/04/20,Fulham,Wolves
986,Ola Aina,34.0,ng NGA,RB,90,88,75,13,4,0,4,4,5,0,0,0,0,54,17,17,11,64,3,9,1,67,0,2,1,2,10/04/20,Fulham,Wolves
987,Alphonse Areola,1.0,fr FRA,GK,90,24,18,6,0,0,0,2,0,0,0,0,0,14,5,5,1,14,0,0,9,21,0,0,0,0,10/04/20,Fulham,Wolves
988,Anthony Martial,9.0,fr FRA,FW,27,11,11,0,0,0,1,0,0,0,0,0,0,10,0,1,2,8,0,0,0,7,0,0,1,1,10/04/20,Manchester Utd,Tottenham
989,Marcus Rashford,10.0,eng ENG,LW,90,29,25,4,0,0,7,0,0,0,0,0,0,25,1,3,1,24,1,1,1,23,0,0,1,2,10/04/20,Manchester Utd,Tottenham
990,Mason Greenwood,11.0,eng ENG,RW,67,19,18,1,0,0,3,0,0,0,0,0,0,18,0,1,10,9,0,0,0,15,0,0,1,1,10/04/20,Manchester Utd,Tottenham
991,Donny van de Beek,34.0,nl NED,RW,23,10,10,0,0,0,2,0,1,0,0,0,0,9,0,1,1,9,0,0,0,9,0,0,0,0,10/04/20,Manchester Utd,Tottenham
992,Bruno Fernandes,18.0,pt POR,AM,45,28,24,4,0,0,6,3,2,1,1,0,0,22,2,4,1,25,1,0,1,18,1,0,1,1,10/04/20,Manchester Utd,Tottenham
993,Fred,17.0,br BRA,AM,45,26,24,2,2,0,4,1,0,0,0,0,0,25,0,1,19,7,0,0,0,21,0,0,2,1,10/04/20,Manchester Utd,Tottenham
994,Paul Pogba,6.0,fr FRA,CM,90,51,49,2,1,0,14,1,1,0,0,0,0,40,3,8,10,38,0,1,0,42,0,0,0,2,10/04/20,Manchester Utd,Tottenham
995,Nemanja Matic,31.0,rs SRB,CM,45,34,32,2,1,0,9,1,0,0,0,0,0,30,1,3,30,2,1,1,0,30,0,0,0,2,10/04/20,Manchester Utd,Tottenham
996,Scott McTominay,39.0,sco SCO,CM,45,23,22,1,1,0,8,1,0,0,0,0,0,23,0,0,3,20,0,0,0,22,0,0,0,0,10/04/20,Manchester Utd,Tottenham
997,Luke Shaw,23.0,eng ENG,LB,90,43,31,12,3,0,6,1,2,1,0,1,0,24,7,12,31,3,1,8,0,33,0,1,1,1,10/04/20,Manchester Utd,Tottenham
998,Harry Maguire,5.0,eng ENG,CB,90,51,50,1,1,0,6,1,0,0,0,0,0,41,3,7,6,40,3,0,0,42,0,2,0,1,10/04/20,Manchester Utd,Tottenham
999,Eric Bailly,3.0,ci CIV,CB,90,33,32,1,1,0,8,0,0,0,0,0,0,28,2,3,6,22,3,0,0,29,0,0,2,0,10/04/20,Manchester Utd,Tottenham
1000,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,48,39,9,0,0,8,1,1,0,0,0,0,36,8,4,1,37,1,9,0,42,0,0,0,3,10/04/20,Manchester Utd,Tottenham
1001,David de Gea,1.0,es ESP,GK,90,21,15,6,0,0,3,0,0,0,0,0,0,13,1,7,1,16,0,0,4,20,0,0,0,0,10/04/20,Manchester Utd,Tottenham
1002,Harry Kane,10.0,eng ENG,FW,90,28,26,2,1,1,6,1,1,0,0,0,0,23,3,2,6,21,0,0,0,21,0,0,0,1,10/04/20,Tottenham,Manchester Utd
1003,Son Heung-Min,7.0,kr KOR,LW,72,35,32,3,0,0,3,1,0,3,1,1,0,30,2,3,3,31,0,0,0,34,0,0,0,0,10/04/20,Tottenham,Manchester Utd
1004,Ben Davies,33.0,wal WAL,"LB,LW",18,24,23,1,0,0,1,0,0,0,0,0,0,22,1,1,20,3,0,1,0,22,0,0,0,1,10/04/20,Tottenham,Manchester Utd
1005,Erik Lamela,11.0,ar ARG,RW,45,18,17,1,0,0,6,0,0,1,1,0,0,15,1,2,18,0,0,0,0,13,0,0,0,2,10/04/20,Tottenham,Manchester Utd
1006,Lucas Moura,27.0,br BRA,RW,45,14,14,0,0,0,4,0,0,0,0,0,0,11,2,1,0,14,0,0,0,11,0,1,0,2,10/04/20,Tottenham,Manchester Utd
1007,Tanguy Ndombele,28.0,fr FRA,CM,68,50,49,1,0,0,6,0,1,0,0,0,0,45,4,1,2,47,1,0,0,44,0,0,2,0,10/04/20,Tottenham,Manchester Utd
1008,Dele Alli,20.0,eng ENG,CM,22,22,21,1,1,0,3,0,0,0,0,0,0,21,0,1,1,21,0,0,0,19,0,0,0,2,10/04/20,Tottenham,Manchester Utd
1009,Moussa Sissoko,17.0,fr FRA,CM,90,66,66,0,0,0,4,1,0,0,0,0,0,62,2,2,3,62,1,0,0,65,0,0,0,0,10/04/20,Tottenham,Manchester Utd
1010,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,104,101,3,3,1,6,7,0,0,0,0,0,90,4,10,12,91,1,0,0,100,0,0,0,1,10/04/20,Tottenham,Manchester Utd
1011,Sergio Reguilon,3.0,es ESP,"LB,LW",90,70,62,8,1,0,6,0,4,0,0,0,0,50,13,7,61,1,0,7,1,56,0,1,1,2,10/04/20,Tottenham,Manchester Utd
1012,Eric Dier,15.0,eng ENG,CB,90,82,80,2,2,0,4,3,0,0,0,0,0,72,4,6,13,68,1,0,0,79,0,0,0,0,10/04/20,Tottenham,Manchester Utd
1013,Davinson Sanchez,6.0,co COL,CB,90,86,84,2,2,0,3,4,0,0,0,0,0,76,1,9,5,79,1,0,0,81,0,1,0,0,10/04/20,Tottenham,Manchester Utd
1014,Serge Aurier,24.0,ci CIV,RB,90,71,66,5,1,0,4,0,1,0,0,0,0,59,10,2,3,62,2,4,0,62,0,1,0,3,10/04/20,Tottenham,Manchester Utd
1015,Hugo Lloris,1.0,fr FRA,GK,90,24,18,6,2,0,0,0,0,0,0,0,0,15,1,8,12,10,0,0,1,18,0,2,0,0,10/04/20,Tottenham,Manchester Utd
1016,Ollie Watkins,11.0,eng ENG,FW,90,23,21,2,0,0,4,0,1,0,0,0,0,13,3,7,4,11,6,0,1,15,0,1,0,2,10/04/20,Aston Villa,Liverpool
1017,Jack Grealish,10.0,eng ENG,LW,90,37,37,0,0,2,15,3,1,0,0,0,0,25,4,8,2,34,1,0,0,28,0,0,1,0,10/04/20,Aston Villa,Liverpool
1018,Trezeguet,17.0,eg EGY,RW,86,28,28,0,0,2,12,1,4,0,0,0,0,15,4,9,4,18,1,0,0,22,0,0,0,1,10/04/20,Aston Villa,Liverpool
1019,Bertrand Traore,15.0,bf BFA,RW,4,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,10/04/20,Aston Villa,Liverpool
1020,Ross Barkley,20.0,eng ENG,AM,90,29,24,5,2,0,7,1,1,2,0,1,0,21,3,5,2,24,3,0,0,23,0,0,0,1,10/04/20,Aston Villa,Liverpool
1021,John McGinn,7.0,sco SCO,DM,90,31,30,1,1,1,5,2,1,0,0,0,0,21,4,6,25,6,0,0,0,19,0,0,2,0,10/04/20,Aston Villa,Liverpool
1022,Douglas Luiz,6.0,br BRA,DM,79,22,21,1,1,0,7,0,0,0,0,0,0,11,2,9,2,16,1,0,2,15,2,0,0,1,10/04/20,Aston Villa,Liverpool
1023,Marvelous Nakamba,19.0,zw ZIM,DM,11,5,5,0,0,0,2,0,0,0,0,0,0,5,0,0,4,1,0,0,0,5,0,0,0,0,10/04/20,Aston Villa,Liverpool
1024,Matt Targett,18.0,eng ENG,LB,90,27,15,12,1,0,7,0,0,0,0,0,0,12,8,7,14,0,1,11,1,26,0,0,0,0,10/04/20,Aston Villa,Liverpool
1025,Tyrone Mings,5.0,eng ENG,CB,90,23,22,1,1,0,3,2,0,0,0,0,0,10,3,10,18,4,1,0,0,17,0,4,0,1,10/04/20,Aston Villa,Liverpool
1026,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,10,9,1,1,0,4,1,0,0,0,0,0,4,1,5,0,7,0,0,0,8,0,1,0,0,10/04/20,Aston Villa,Liverpool
1027,Matthew Cash,2.0,eng ENG,RB,79,32,25,7,0,1,8,0,1,0,0,0,0,9,3,20,6,15,3,7,0,16,0,5,1,2,10/04/20,Aston Villa,Liverpool
1028,Ahmed El Mohamady,27.0,eg EGY,RB,11,9,9,0,0,0,3,0,1,0,0,0,0,8,0,1,2,7,0,0,0,8,0,0,0,0,10/04/20,Aston Villa,Liverpool
1029,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,30,22,8,4,0,3,1,0,0,0,0,0,2,1,27,3,19,0,0,0,9,0,3,0,0,10/04/20,Aston Villa,Liverpool
1030,Roberto Firmino,9.0,br BRA,FW,67,27,21,6,0,1,6,1,0,0,0,0,0,23,3,1,2,24,0,1,0,18,0,0,0,3,10/04/20,Liverpool,Aston Villa
1031,James Milner,7.0,eng ENG,CM,23,19,18,1,0,0,2,0,1,1,1,0,0,12,2,5,1,18,0,0,0,14,0,1,0,1,10/04/20,Liverpool,Aston Villa
1032,Diogo Jota,20.0,pt POR,LW,90,42,42,0,0,0,8,0,2,0,0,0,0,36,4,2,13,28,0,0,0,34,0,1,0,0,10/04/20,Liverpool,Aston Villa
1033,Mohamed Salah,11.0,eg EGY,RW,90,38,38,0,0,1,12,1,1,0,0,0,0,28,6,4,29,7,1,0,1,34,0,0,0,1,10/04/20,Liverpool,Aston Villa
1034,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,57,56,1,1,0,17,0,0,0,0,0,0,49,3,5,4,51,1,0,0,49,0,1,1,2,10/04/20,Liverpool,Aston Villa
1035,Naby Keita,8.0,gn GUI,CM,45,33,31,2,0,0,5,1,0,0,0,0,0,29,2,2,1,31,0,0,0,29,0,0,1,0,10/04/20,Liverpool,Aston Villa
1036,Takumi Minamino,18.0,jp JPN,"CM,FW",45,20,19,1,0,0,4,0,0,0,0,0,0,16,2,2,3,16,1,0,0,16,0,0,0,1,10/04/20,Liverpool,Aston Villa
1037,Fabinho,3.0,br BRA,"DM,CB",90,72,69,3,2,0,6,0,0,0,0,0,0,60,0,12,2,68,1,1,0,63,0,0,0,1,10/04/20,Liverpool,Aston Villa
1038,Andrew Robertson,26.0,sco SCO,LB,90,95,77,18,1,0,13,4,4,3,0,3,0,57,21,17,75,2,4,14,0,77,0,1,0,5,10/04/20,Liverpool,Aston Villa
1039,Virgil van Dijk,4.0,nl NED,CB,90,84,83,1,1,0,15,5,0,0,0,0,0,63,6,15,14,59,3,0,0,74,1,1,1,0,10/04/20,Liverpool,Aston Villa
1040,Joseph Gomez,12.0,eng ENG,CB,60,59,59,0,0,0,10,9,0,0,0,0,0,42,2,15,3,52,4,0,0,52,0,2,1,0,10/04/20,Liverpool,Aston Villa
1041,Curtis Jones,17.0,eng ENG,CM,30,18,18,0,0,0,4,0,0,0,0,0,0,16,2,0,5,12,0,0,1,14,0,0,0,2,10/04/20,Liverpool,Aston Villa
1042,Trent Alexander-Arnold,66.0,eng ENG,RB,90,76,60,16,2,0,10,7,4,2,0,1,0,39,15,22,13,49,2,12,0,63,0,1,0,2,10/04/20,Liverpool,Aston Villa
1043,AdriÃ¡n,13.0,es ESP,GK,90,34,28,6,1,0,3,1,0,0,0,0,0,24,1,9,7,18,0,0,9,27,0,1,0,0,10/04/20,Liverpool,Aston Villa
1044,Dominic Calvert-Lewin,9.0,eng ENG,FW,90,24,22,2,0,0,12,0,1,0,0,0,0,11,9,4,2,12,5,0,1,17,1,0,0,1,10/17/20,Everton,Liverpool
1045,Richarlison,7.0,br BRA,LW,89,22,22,0,0,0,8,0,1,0,0,0,0,16,6,0,2,19,0,0,0,14,0,2,0,0,10/17/20,Everton,Liverpool
1046,James Rodriguez,19.0,co COL,RW,90,47,42,5,2,0,10,4,4,2,2,0,0,29,4,14,44,2,0,0,0,37,1,1,2,0,10/17/20,Everton,Liverpool
1047,Andre Gomes,21.0,pt POR,CM,71,28,27,1,1,0,3,0,1,0,0,0,0,17,5,6,8,19,0,0,0,21,0,3,0,1,10/17/20,Everton,Liverpool
1048,Gylfi Sigurdsson,10.0,is ISL,CM,19,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0,10/17/20,Everton,Liverpool
1049,Abdoulaye Doucoure,16.0,fr FRA,CM,77,37,36,1,0,1,8,1,0,0,0,0,0,25,8,4,3,31,0,1,0,31,0,0,1,2,10/17/20,Everton,Liverpool
1050,Alex Iwobi,17.0,ng NGA,CM,13,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,3,0,0,0,0,10/17/20,Everton,Liverpool
1051,Allan,6.0,br BRA,DM,90,27,24,3,3,0,4,0,0,0,0,0,0,19,4,4,3,22,2,0,0,25,0,0,0,0,10/17/20,Everton,Liverpool
1052,Lucas Digne,12.0,fr FRA,LB,90,55,47,8,1,0,7,1,7,0,0,0,0,20,13,22,33,1,9,7,0,35,0,2,0,1,10/17/20,Everton,Liverpool
1053,Michael Keane,5.0,eng ENG,CB,90,50,48,2,1,0,4,0,0,0,0,0,0,33,2,15,15,29,5,0,0,44,0,0,0,0,10/17/20,Everton,Liverpool
1054,Yerry Mina,13.0,co COL,CB,90,43,42,1,1,0,5,3,0,0,0,0,0,29,8,6,8,30,2,0,0,31,0,1,1,2,10/17/20,Everton,Liverpool
1055,Seamus Coleman,23.0,ie IRL,RB,30,15,13,2,0,0,4,1,0,0,0,0,0,11,3,1,2,10,1,2,0,13,0,0,0,0,10/17/20,Everton,Liverpool
1056,Ben Godfrey,22.0,eng ENG,RB,60,15,13,2,0,0,4,0,0,0,0,0,0,8,6,1,1,9,2,2,0,13,0,0,0,1,10/17/20,Everton,Liverpool
1057,Jordan Pickford,1.0,eng ENG,GK,90,39,23,16,3,0,1,0,0,0,0,0,0,6,2,31,28,3,0,0,4,19,0,0,0,0,10/17/20,Everton,Liverpool
1058,Roberto Firmino,9.0,br BRA,FW,77,28,27,1,0,0,5,0,1,0,0,0,0,20,7,1,4,23,0,0,1,24,0,0,0,2,10/17/20,Liverpool,Everton
1059,Diogo Jota,20.0,pt POR,FW,13,9,8,1,0,0,1,0,0,0,0,0,0,6,3,0,5,4,0,0,0,8,0,1,0,0,10/17/20,Liverpool,Everton
1060,Sadio Mane,10.0,sn SEN,LW,90,40,39,1,0,0,7,1,2,0,0,0,0,23,9,8,9,25,2,1,1,29,0,0,1,1,10/17/20,Liverpool,Everton
1061,Mohamed Salah,11.0,eg EGY,RW,90,32,32,0,0,1,7,0,1,0,0,0,0,22,9,1,30,2,0,0,0,27,0,0,0,0,10/17/20,Liverpool,Everton
1062,Thiago,6.0,es ESP,CM,90,74,70,4,4,0,9,4,0,0,0,0,0,48,13,13,5,67,1,0,0,66,1,1,0,2,10/17/20,Liverpool,Everton
1063,Jordan Henderson,14.0,eng ENG,CM,90,63,60,3,1,0,10,3,2,0,0,0,0,35,11,17,11,50,1,1,0,50,0,2,0,0,10/17/20,Liverpool,Everton
1064,Fabinho,3.0,br BRA,DM,89,52,51,1,1,0,8,1,0,0,0,0,0,37,7,8,2,47,2,0,1,40,1,1,0,0,10/17/20,Liverpool,Everton
1065,Georginio Wijnaldum,5.0,nl NED,DM,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,10/17/20,Liverpool,Everton
1066,Andrew Robertson,26.0,sco SCO,LB,90,62,56,6,0,0,6,3,8,3,1,2,0,40,11,11,56,3,0,3,0,51,0,0,0,1,10/17/20,Liverpool,Everton
1067,Virgil van Dijk,4.0,nl NED,CB,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10/17/20,Liverpool,Everton
1068,Joseph Gomez,12.0,eng ENG,CB,80,42,41,1,1,0,4,0,0,0,0,0,0,24,8,10,3,29,6,0,0,34,0,0,0,0,10/17/20,Liverpool,Everton
1069,Joel Matip,32.0,cm CMR,CB,90,51,47,4,4,0,5,1,0,0,0,0,0,31,8,12,5,36,8,0,0,42,0,1,0,0,10/17/20,Liverpool,Everton
1070,Trent Alexander-Arnold,66.0,eng ENG,RB,90,65,51,14,3,0,2,3,2,2,1,1,0,34,10,21,12,41,3,9,0,51,0,0,0,2,10/17/20,Liverpool,Everton
1071,AdriÃ¡n,13.0,es ESP,GK,90,28,17,11,2,0,3,0,0,0,0,0,0,8,3,17,2,20,0,0,5,16,1,0,0,0,10/17/20,Liverpool,Everton
1072,Timo Werner,11.0,de GER,FW,89,24,21,3,0,0,2,0,1,0,0,0,0,20,4,0,6,18,0,0,0,22,0,0,0,0,10/17/20,Chelsea,Southampton
1073,Tammy Abraham,9.0,eng ENG,FW,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10/17/20,Chelsea,Southampton
1074,Mason Mount,19.0,eng ENG,LW,71,22,22,0,0,1,7,0,1,0,0,0,0,13,7,2,5,13,3,0,1,18,0,0,0,1,10/17/20,Chelsea,Southampton
1075,Hakim Ziyech,22.0,ma MAR,RW,19,17,13,4,2,0,3,2,1,2,0,2,0,9,4,4,16,1,0,0,0,12,0,0,0,2,10/17/20,Chelsea,Southampton
1076,Christian Pulisic,10.0,us USA,"RW,LW",86,26,25,1,0,1,14,0,0,0,0,0,0,20,2,4,2,19,3,1,0,18,0,2,0,0,10/17/20,Chelsea,Southampton
1077,Reece James,24.0,eng ENG,LW,4,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,10/17/20,Chelsea,Southampton
1078,Kai Havertz,29.0,de GER,AM,90,49,49,0,0,0,17,0,1,0,0,0,0,39,5,5,33,15,0,0,0,42,1,0,0,4,10/17/20,Chelsea,Southampton
1079,N'Golo Kante,7.0,fr FRA,DM,90,54,53,1,1,0,14,1,1,0,0,0,0,39,6,9,4,46,1,0,0,42,0,1,0,2,10/17/20,Chelsea,Southampton
1080,Jorginho,5.0,it ITA,DM,90,65,63,2,2,1,12,3,0,0,0,0,0,43,13,9,4,58,2,0,0,57,0,0,0,0,10/17/20,Chelsea,Southampton
1081,Ben Chilwell,21.0,eng ENG,LB,90,94,80,14,4,0,20,1,1,4,4,0,0,57,16,21,71,5,8,6,0,74,1,1,0,1,10/17/20,Chelsea,Southampton
1082,Kurt Zouma,15.0,fr FRA,CB,90,76,75,1,1,0,14,4,0,0,0,0,0,51,9,16,17,48,4,0,0,62,0,2,0,1,10/17/20,Chelsea,Southampton
1083,Andreas Christensen,4.0,dk DEN,CB,90,64,64,0,0,0,5,1,0,0,0,0,0,50,4,10,5,49,8,0,0,58,0,0,0,0,10/17/20,Chelsea,Southampton
1084,Cesar Azpilicueta,28.0,es ESP,RB,90,87,72,15,0,0,12,1,0,0,0,0,0,45,23,19,6,60,5,15,0,66,0,2,2,4,10/17/20,Chelsea,Southampton
1085,Kepa Arrizabalaga,1.0,es ESP,GK,90,29,21,8,0,0,5,1,0,0,0,0,0,15,5,9,3,20,0,0,5,24,0,0,0,0,10/17/20,Chelsea,Southampton
1086,Danny Ings,9.0,eng ENG,FW,90,14,13,1,0,0,3,0,1,0,0,0,0,10,2,2,1,12,1,0,0,8,0,0,1,0,10/17/20,Southampton,Chelsea
1087,Che Adams,10.0,eng ENG,FW,85,23,21,2,0,1,7,0,0,0,0,0,0,17,1,5,1,20,1,0,0,16,0,1,0,2,10/17/20,Southampton,Chelsea
1088,Shane Long,7.0,ie IRL,FW,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10/17/20,Southampton,Chelsea
1089,Nathan Redmond,11.0,eng ENG,LM,76,30,30,0,0,0,6,0,1,0,0,0,0,20,5,5,2,26,1,0,1,20,0,0,0,4,10/17/20,Southampton,Chelsea
